G_Mn/mu/G_D	Q2	error
0.321	0.48200000000000004	0.030797116748163295
0.32299999999999995	0.545	0.029388868641034818
0.36700000000000005	0.608	0.031016279596366814
0.311	0.6459999999999999	0.026814443868930043
0.281	0.6920000000000001	0.02460386961435132
0.22399999999999998	0.8320000000000001	0.02005308953752513
