Q2	epsilon	error	sigma/sigma_D
0.01128	0.9999998253625056	0.00320720375562844	0.989332
0.011271999999999999	0.9999998254867613	0.003191578635596441	0.9929241
0.011286	0.9999998252693134	0.0032021457311441092	0.9914185999999999
0.011268	0.999999825548889	0.0031652453568299585	0.9923315999999999
0.011286	0.9999998252693134	0.003910020583802208	0.9977134
0.011285	0.9999998252848455	0.003851389421019717	0.9903783000000002
0.011281	0.9999998253469736	0.0038627448045840196	0.9878982
0.011281	0.9999998253469736	0.003916928279204306	0.9922938
0.011269	0.9999998255333571	0.003877821094796057	0.9889109
0.011271999999999999	0.9999998254867613	0.004336465364399531	0.9944825999999999
0.011283	0.9999998253159096	0.004316736796911507	0.9892286
0.012837999999999999	0.9999998011529041	0.0037481330355174174	0.9992484
0.012836000000000002	0.9999998011839956	0.003639333565721697	0.9895783000000001
0.01284	0.9999998011218123	0.0035819990294625337	0.990715
0.01284	0.9999998011218123	0.003586599354809795	0.988978
0.012837999999999999	0.9999998011529041	0.00368460174023679	0.9985101999999999
0.012837999999999999	0.9999998011529041	0.003692140593925915	0.9982923
0.014480000000000002	0.9999997756147663	0.003278898591543412	0.9915431
0.014480000000000002	0.9999997756147663	0.0032767305161843464	0.9915593
0.014481	0.9999997755992058	0.0032816511406603324	0.993451
0.014480000000000002	0.9999997756147663	0.003290037472117081	0.9925719999999999
0.016191999999999998	0.9999997489624852	0.0033186536068889466	0.9920336
0.016191999999999998	0.9999997489624852	0.0033081735929824	0.9892777
0.016197	0.9999997488846076	0.006336904596652464	0.9851943000000001
0.016193	0.9999997489469098	0.003252714975084052	0.9924661
0.016193	0.9999997489469098	0.0036963417581547912	0.993058
0.017978	0.9999997211305108	0.005753292627637302	0.9872895
0.017979	0.9999997211149196	0.0034751942835684743	0.9823356
0.017975	0.9999997211772849	0.0031120576038353672	0.9923164000000001
0.019801	0.9999996926928136	0.005369181597512015	0.9893591999999999
0.019803	0.9999996926615986	0.0033649432073355754	0.9856027
0.019803	0.9999996926615986	0.005502948613418925	0.9829018
0.019803	0.9999996926615986	0.0038193109228156484	0.9868014999999999
0.019803	0.9999996926615986	0.0035201115135165217	0.986778
0.021699	0.9999996630538842	0.004112464719296318	0.9866159
0.021694	0.9999996631320055	0.002673753062977371	0.9838853000000001
0.021700999999999998	0.9999996630226357	0.0055283313036812885	0.9963605
0.0217	0.9999996630382599	0.0032564131987698436	0.9815812
0.021694	0.9999996631320055	0.0034542700810052214	0.9856447
0.023627000000000002	0.9999996329138094	0.003449447934989701	0.9814401
0.023633	0.9999996328199612	0.004004919859783558	0.9811390999999999
0.023634	0.9999996328043198	0.0031199813331431914	0.9861559999999999
0.023635	0.9999996327886784	0.003130486265640042	0.9864848
0.0256	0.9999996020361706	0.005048798582666655	0.9779260000000001
0.025593	0.9999996021457822	0.003211148654094938	0.977766
0.025599	0.9999996020518294	0.00372647679316833	0.9781316999999999
